class,tweet
1,"['tongue', 'inside', 'pussy', 'dont', 'bother', 'eating']"
1,"['tonight', 'gotta', 'take', 'dope', 'ass', 'picture', 'wit', 'bad', 'bitch', ""i'm"", 'drunk', 'change', 'avi', '.', ""i'm"", 'tired', 'seeing', 'one', 'already']"
2,"['tonight', 'starts', 'road', 'super', 'bowl', '@browns', '!', 'go', 'brownies', 'go', '!', 'woof', 'woof', '#browns2014draft']"
2,"['tonight', '.', 'sole', 'purpose', 'thoroughly', 'intoxicated', '.', 'night', 'class', '.', 'maybe', 'deserve']"
1,"['tony', 'blair', 'equals', ""bush's"", 'bitch', '#morningjoe']"
1,"['tony', 'parker', 'making', 'norris', 'cole', 'bitch', 'one', 'one', ',', 'takin', 'dribble', 'breaking', 'damn', 'ankles', '!', '#gospursgo']"
2,"['bad', 'brandon', 'lavergne', 'gonna', 'vein', 'spiked', 'angola', '.', '#mickey']"
1,"['fast', 'feds', ',', 'cocky', 'cops', '..', 'ditch', 'old', 'bitch', ',', 'gettin', 'sloppy', 'wit', 'pots']"
1,"['little', 'late', 'bitch', 'ass', 'nigga']"
1,"['many', 'bad', 'bitches', 'last', 'night']"
1,"['many', 'bitches', 'got', 'rabies', 'hate', 'ho', 'hoppin', ""'"", 'woman', '#stank', 'pussy-poppin', ""'"", 'woman']"
1,"['many', 'chicks', 'trying', 'wavey', 'bitches']"
1,"['many', 'pretty', 'bitches', 'got', 'sore', 'throat', 'voice.mostly', 'red', 'bones', '.', '#turnoff']"
2,"['much', 'makeup', 'trash', '..']"
1,"['much', 'shit', 'going', 'deal', 'another', 'bitch', 'nonsense', '...']"
1,"['worried', 'bout', 'bitches', '&', 'fashion', 'go', 'missing', 'action', '.']"
1,"['took', '.', '1', 'molly', '(', 'gonna', 'die', ')', '#pussy', '#ass', '#bitch']"
1,"['took', 'uber', '&', 'thr', 'shakey', 'club', 'last', 'weekend', '.', '$', '12', 'total', '.', 'cheaper', '$', '20', 'parking', '.', '$', '8', 'extra', 'throw', 'hoes', '.']"
1,"['took', 'broke', 'bitch', 'nigga', '😈']"
1,"['took', 'yo', 'bitch', 'gave', 'back', ',', 'bad', '.']"
1,"['top', '5', 'stankiest', 'pussies']"
1,"['top', 'knotch', 'hoes', 'get', 'lesser']"
1,"['totaled', 'rt', '@csharp_c3ent', ':', 'crashed', 'dat', 'hoe', 'rt', '@vianawf', ':', 'drake', 'verse', 'nicki', '>', '>', '>']"
1,"['touchdown', 'hoe', '...', 'touchdown', 'hoe', '!', '!', '!']"
2,"['tracy', 'morgans', 'car', 'wreck', 'press', 'covered', 'zappa', '60', ""'"", '...', '""', 'joker', 'brownie', ""ye'll"", 'see', 'complete', '""']"
2,"['traffic', 'gables', '<', '<', '<']"
2,"['trailor', 'trash', 'tina', 'time', '😬']"
1,"['trainer', 'lady', 'bitch', ',', 'shook', 'hand', 'made', 'promise', ""i'ma"", 'study', 'test', 'tomorrow', ',', 'idk', 'like', 'trying', 'break']"
1,"['translation', 'slow', 'saving', 'hoes', '1', '1', 'rt', '@ciscoallday', ':', 'saving', 'lives', '!', '😭', '😂', '😭', '😂']"
1,"['trap', 'drugs', 'getting', 'kinds', 'bitches', 'lmao']"
1,"['trapping', 'motherfucker', 'juggin', 'like', 'bitch', 'catch', 'traffic', 'might', 'juggin', 'yo', 'bitch', '-', '@kirkfranklin']"
1,"['trash', '“', '@tiemyduragboo', ':', 'black', 'people', 'play', 'r', '&', 'b', '&', 'hip', 'hop', 'parties', '..', 'play', 'dubstep', 'house', '..', 'yall', 'coons', 'need', 'expand', '”']"
1,"['trash', '..', 'see', 'capitalized', '""', '""', 'trash', '..', 'rt', '@misskai__', ':', 'wtf', 'oreo', 'song', 'r', 'kelly', '?', '😂', 'tf']"
1,"['treatin', 'yo', 'hoe', 'like', 'yo', 'bestfriend', '..', 'like', 'thats', 'wifey']"
2,"['trending', ':', '2', 'adult', 'human', 'skulls', 'found', 'trash', 'connecticut', 'http://t.co/bykfaoyk6y', 'http://t.co/f8grqk3tc8']"
1,"['trey', 'songz', 'sing', 'cant', 'actually', 'right', 'good', 'song', '.', 'trey', 'songz', 'relevant', 'thirsty', 'black', 'bitches']"
1,"['trey', 'songz', 'went', '""', 'looking', 'ass', 'bitches', '""', 'reply', 'nicki', '😂', '😂', '😂']"
1,"['tripped', 'balls', 'on.lsd', 'bitch', '!', '!', '!']"
1,"['trust', 'bitch', ""can't"", 'wife', 'bitch', ""can't""]"
1,"['trust', 'say', 'foot', 'stomps', 'hurt', 'like', 'fucking', 'bitch']"
1,"['trust', 'say', 'trust', 'tweets', '""', 'bae', 'bruh', 'real', 'quick', '.', '""', 'hoes', 'drop', 'niggas', '""', 'real', 'quick', '""']"
1,"['trust', 'nigga', ',', 'fear', 'bitch', '👊', '💎']"
1,"['trust', 'player', ',', 'fear', 'bitch', '.']"
1,"['trust', 'none', 'bitch']"
1,"['trust', 'none', 'bitch', 'wife', 'bitch', '?', 'bitch']"
0,"['truth', 'rt', '@adolfhibsta', ':', 'faggot', 'would', 'turn', 'hairy', 'pussy']"
1,"['truth', 'told', '...', ""that's"", 'pussy', '💯']"
1,"['truth', '@maxon_maxoff5', 'ate', 'yellow', 'snow', 'child', '..']"
1,"['truth', 'smelly', 'barn', 'bitch', '.']"
1,"['truuuuuuuuue', 'rt', '@kanyebreast', ':', 'bitch', 'u', 'fine', 'tho', 'rt', '@sheseauxsaditty', ':', ""i've"", 'old', 'old', 'ass', 'life', '.', ""that's"", 'fine', '.']"
1,"['truuuuuuuuuuu', 'facts', 'niggaz', 'pussy', 'nd', ""i'll"", 'tag', 'em', '@meekmill', 'nd', 'cassidy', 'r', '/', 'p', 'nigga', 'let', 'http://t.co/nhyodspp']"
2,"['try', ""rex's"", 'new', 'water', 'roasted', 'tomato', '/', 'potato', 'sawdust', 'crackers', '!', 'loaded', 'enough', 'sodium', 'make', 'lots', 'wife', 'look', 'unsavory', '!', '22.99', 'box', '!']"
1,"['try', 'take', 'othot', 'drugs', 'bitch', ""i'm"", '30', ""'""]"
1,"['tryna', 'sumbody', 'cinnamon', 'apple', '«', '@darksknstruggle', 'cant', 'trust', 'bitch', 'wit', 'pussy', 'taste', 'like', 'cinnamon', 'apple', 'http://t.co/hwm427bw7v']"
1,"['tryna', 'determine', 'bad', 'bitch', ',', 'twitter', 'saves', 'http://t.co/wnbfuiuu04']"
2,"['tryna', 'get', 'home', 'like', 'base', 'base', 'base', ',', 'closet', 'looking', 'like', 'planet', 'bathing', 'apes']"
1,"['tryna', 'save', 'hoe', 'wanna', 'saved', 'nope', 'nope', 'nope']"
2,"['tuna', 'good', 'rest', 'trash', 'rt', '@ayeofool', ':', 'cans', 'spam', 'rt', '@msbtxo', ':', 'struggle', 'food', 'meat', ',', 'tuna', 'included']"
1,"['tupac', 'could', 'fuck', 'bitch', 'world', '1996', 'niggas', 'crying', 'pic', 'took', 'bitches']"
1,"['turk', 'hoe', ""y'all"", '...']"
1,"['turn', 'fuck', 'nigguh', 'rebound']"
1,"['turn', 'hoe', 'house', 'wife', 'bet']"
1,"['turn', 'bitch', '👌']"
2,"['turn', 'magic', 'colored', 'light', '.', '#longexposure', '#lightwriting', 'http://t.co/um8lbsd6p9']"
1,"['turn', 'entire', 'fuck', ',', 'hoes', '!', '!', '!']"
1,"['turnup', 'hoes']"
1,"['twatch', 'sounds', 'like', 'twat', '.']"
1,"['tweakin', 'hoe']"
1,"['tweekin', 'hoe', '😎', '💯']"
0,"['twice', 'divorced', 'teabagger', 'florida', 'attorney', 'general', 'says', 'marriage', 'reserved', ""'"", 'stable', ',', 'enduring', 'family', 'units', ""'"", 'http://t.co/9zwr3o33iu', '#wtf']"
2,"['twice', 'divorced', 'teabagger', 'florida', 'attorney', 'general', 'says', 'marriage', 'reserved', ""'"", 'stable', ',', 'enduring', 'family', 'units', ""'"", 'http://t.co/wafg8eyygm']"
2,"['twinkies', 'unfilling', '.', 'odd', 'filled']"
1,"['twitter', 'game', 'point', 'tonight', 'btw', 'guys', ',', 'caught', 'full', 'retard', '.']"
1,"['twitter', 'taught', 'many', 'bitch', 'made', 'niggas', 'world', ',', 'fooled']"
0,"['twitter', 'fags', '.']"
1,"['twitter', 'like', 'friend', 'sometimes', 'forget', 'visit', ',', 'calls', 'acts', 'like', 'bitchy', 'mcbitcherson', 'side', 'bitch', '.']"
2,"['twitter', 'trash']"
1,"['twitter', 'let', 'know', 'every', 'hoe', 'every', 'city', 'country']"
1,"['twitter', 'niggas', 'always', 'want', 'unprotected', 'sex', 'nothing', 'ass', 'bitches', '.', 'nah']"
1,"['twitter', 'pic', 'flossin', 'hoes', 'talkin', '@papa_woodall', '@fatstinker']"
1,"['twitter', 'watching', 'bitches', '.']"
1,"['twitter', 'bitch']"
2,"['twitters', 'little', 'blue', 'birds', 'name', 'larry', ',', 'celtics', ',', 'isu', 'larry', 'bird', ',', 'stick', 'ticker', '$', 'twtr', '.']"
1,"['two', 'blonde', 'dykes', 'wanna', 'kiss', 'night', ',', 'pray', 'god', 'shit', 'go', 'right']"
1,"['two', 'days', 'gone', 'gone', 'long', ""can't"", 'get', 'phone', 'cuz', 'bitch', 'done', 'wit', 'meeeeee']"
1,"['two', 'dyked', 'fightin', 'bitch', 'lol', 'gtfoh']"
1,"['two', 'foreign', 'hoes', 'iont', 'like', 'basic']"
1,"['two', 'hoes', '?', 'rt', '""', '@xoxo_imaunicorn', ':', ""y'all"", 'know', '?', '!', '😂', '😂', '""', 'http://t.co/0xljzwbtkr']"
1,"['two', 'horny', 'guys', 'play', 'sexy', 'av', 'models', 'trimmed', 'pussy', 'fuck', 'http://t.co/y3sybsvpv4']"
1,"['two', 'horny', 'guys', 'take', 'turns', 'beating', 'shit', 'tight', 'teen', 'pink', 'pussy', 'http://t.co/rbojwlariq']"
2,"['two', 'red', 'bones', 'kissin', 'n', 'da', 'back', 'seat']"
1,"['two', 'years', 'strong', 'honkie', '😘', '❤', '@mflury30', 'http://t.co/dkiqodlaop']"
1,"['tyga', 'drake', 'two', 'light', 'skin', 'bitches', 'choose', 'fight', 'would', 'go', 'guy', 'compton', 'one', 'toronto']"
1,"['tyga', 'hoe', '!', '!', '!', 'pooted', 'muthafuckin', 'face', '...', 'bout', 'fight', ',', 'bruh']"
1,"[""tyler's"", 'bitch', '.', 'sorry', '.']"
1,"['tym', '2', 'lyt', 'dis', 'blunt', 'n', 'holla', '@', 'hoes', '.']"
1,"['type', 'nicca', 'owe', 'yu', 'money', 'still', 'ask', 'go', 'n', 'blunt']"
1,"['typical', 'bitch', 'break', 'tweeting', 'smfh']"
0,"['typically', 'hateful', ',', 'anti-christian', ',', 'mentally', 'ill', 'ugly', 'dyke', 'trash', 'pig', 'couple', 'jennifer', 'mccarthy', 'melisa', 'erwin', 'http://t.co/tw9nl5hkmt']"
1,"['tyra', 'banks', 'still', 'getting', 'paid', ""america's"", 'next', 'top', 'model', 'runs', ',', 'bitch', 'bossy', '👠', '👛']"
2,"['tyrese', 'trash']"
1,"['u', 'lil', 'stupid', 'ass', 'bitch', 'aint', 'fucking', 'wit', 'youuuu', '‼', '🎧']"
1,"['u', 'bitches', 'still', 'fuccin', 'bush']"
1,"['u', ""can't"", 'stay', '&', 'expect', 'change', '.', 'u', ""can't"", 'truly', 'expect', 'good', 'man', 'call', 'nigga', ',', 'nigger.it', 'means', ';', 'good', 'person', '!']"
0,"['u', 'coons', ""can't"", 'wait', 'wear', 'oreo', ""j's""]"
1,"['u', 'coons', 'watching', 'love', 'hip', 'hop', ""ain't""]"
1,"['u', 'corn', 'fly', 'bitch', 'seeds', 'lime', 'green', 'full', 'crystal']"
1,"['u', 'ever', 'seen', 'bitch', 'talk', 'shit', 'another', 'bitch', 'u', 'see', 'hanging', 'together', '?']"
1,"['u', 'fucken', 'bitch', 'wifi']"
1,"['u', 'got', 'twin', 'bed', 'yo', 'bitch', 'ass', 'better', 'invite', 'yo', 'crib', ',', 'u', 'better', 'sleeping', 'futon', 'boy']"
1,"['u', 'got', 'niggas', 'got', 'bitches', '🎧']"
1,"['u', 'hoes', 'hawkin', ""ritta's"", 'today', ',', ""ain't"", ""y'all"", '?']"
1,"['u', 'know', 'pussy', 'good', 'sound', 'like', 'u', 'mixing', 'spaghetti', 'u', 'hit', 'lol']"
1,"['u', 'know', 'bitch', 'hard', 'http://t.co/oghm5uyvuc']"
1,"['u', 'look', 'like', 'dyke', 'ur', 'pic', 'lol']"
1,"['u', 'niggas', 'dnt', 'like', 'bet', 'fck', 'yo', 'bitch', 'tho', ',']"
1,"['u', 'hoes', 'w', '/', 'booties', 'hangin']"
1,"['u', 'hit', 'list', 'bitch', 'kill', 'yo', 'self']"
1,"['u', 'oversteppin', 'u', 'boundires', 'sideline', 'hoe']"
1,"['u', 'see', 'super', 'bad', 'bitch', 'club', 'nigga', 'u', ""can't"", 'understand', 'got', '99', '%', 'chance', 'meet', '#happyhour']"
2,"['u', 'serious', 'bro', '?', '?', 'lol', 'rt', '@cheezmoejenkinz', '2-3', ':', '10am', 'early', 'bird', 'special']"
1,"['u', 'still', 'fuck', 'old', 'bitch', '?', '—', 'disrespectful', 'like', 'shit', 'http://t.co/ceycdvz4w5']"
1,"['u', 'sure', 'tha', 'bitch', ""ain't"", 'slumped', 'dead', '?', 'lol', '“', '@guccilikesushi', ':', 'thots', '!', '!', 'http://t.co/lb9i8rhtmv', '”']"
1,"['u', 'think', 'nigs', 'u', 'u', '?']"
1,"['u', 'wanna', 'piss', 'hoe', 'u', 'club', '&', 'front', 'u', 'tryna', 'dance', 'u', ""i'm"", 'right', 'tweet']"
1,"['u', 'want', 'big', ""titty'd"", 'hoe-dyke', 'wash', 'ya', 'rims', 'lls', 'rt', '@dickgregory', 'expect', 'chick', 'da', 'bikini', 'car', 'wash', 'rid', 'rims', 'brake', 'dust', '!']"
1,"['u', 'wanted', 'go', 'military', 'yo', 'bitch', 'ass', 'handle', 'nobody', 'shooting', 'u', 'shut', 'yo', 'mf', 'mouth', '#salute']"
1,"['u', 'wondering', ""i'm"", 'answering', ""i'm"", 'wondering', 'money', 'niggas', 'act', 'like', 'bitches', 'days']"
1,"['u', 'wont', 'see', 'sober', 'less', 'got', 'court', 'mary', 'best', 'bitch', 'life']"
1,"['update', ':', 'three', 'arrsted', 'german', 'gay', 'guy', 'left', 'critical', 'condition', 'fag', 'bashed', 'belgrade', 'http://t.co/5tnwq2e7q5']"
2,"['us', 'spy', 'planes', 'flying', 'british', 'skies', 'hunt', 'jihadi', ""john's"", ""assoc's"", 'advanced', 'tech', '!', 'http://t.co/xfsezszu0m', 'via', '@beforeitsnews']"
1,"['ugh', ""can't"", 'stand', 'bitch', 'smokes', 'black', '&', 'milds', '.', 'make', 'itch']"
1,"['ugh', 'fuckin', 'hate', 'bitch', 'answer', 'calls', 'ewwwwwww', '@hi___bye']"
1,"['ugh', 'really', ""can't"", 'wait', 'get', 'paid', 'tomorrow', 'spend', 'hoes', '😌', '❤', '️', '💃', '👯', '👭', '😂', '😂', '😂']"
1,"['ugh', ""i'm"", 'little', 'bitch', '😂']"
1,"['ugh', 'bad', 'bitches', 'picture', 'coming', 'soon', '😂']"
1,"['ugh', ""he's"", 'mine', 'bitches', '!', ""he's"", 'mine', '&', 'mine', '.', ""that's"", 'baby', ',', 'man', '.', 'know', '&', 'aware', '.', ""that's"", '!']"
1,"['ugh', 'like', 'hate', 'momma', 'get', 'talking', 'proper', 'like', 'bitch', 'stfu', '.']"
1,"['ugh', 'crazy', 'bitch', 'crucible', 'smh']"
1,"['ugly', 'ass', 'hoe', 'wanna', 'bad', 'bitch', 'gone', '✌', '️']"
1,"['ugly', 'bitches', 'always', 'trynna', 'take', 'pics', 'angle', '😩', '😩', '😂', '😂', 'guess', 'best', 'side']"
1,"['ugly', 'bitches', 'know', 'get', 'crib', 'sun', 'come', '😂', '💯']"
1,"['ugly', 'bitches', 'listen', ',', 'yall', 'havin', 'stank', 'attitude', '.', 'yall', 'dont', 'nothing', 'working', 'personally', 'dont', 'fuck', '.']"
1,"['ugly', 'bitches', 'post', 'retarded', 'shit', 'social', 'media', '.']"
1,"['ugly', 'bitches', 'stay', 'subbing']"
0,"['ugly', 'fucking', 'nigger', 'baby', '.', 'thought', 'gorilla', 'first', '.', '14/88', 'http://t.co/bq3g01rxkn']"
1,"['ugly', 'hoes', 'favorite', 'line', ':', '""', ""i'm"", 'far', 'ugly', '...', '""', 'like', 'naw', 'hoe', ',', 'closer', 'think', '!']"
1,"['ugly', 'hoes', ',', 'attitudes', '!', 'kill', 'ratchetness', '!', '!', 'need', 'nice', ',', 'cause', 'looks', 'sure', ""ain't"", 'getting', 'nowhere', '!', '!', '!']"
1,"['uh', 'cody', 'called', 'punk', 'ass', 'bitch', 'said', ',', 'think', 'meant', 'say', 'boss', 'ass', 'bitch', ""i'll"", 'let', 'go', 'ctfu', '😂']"
1,"['uh', 'oh', 'rt', '@vicd713ent', ':', 'control', 'yo', 'bitch', 'want', 'shit', '.', 'simple']"
1,"['uh', '.', 'long', 'till', '#apple', 'comes', 'newest', 'incarnation', '#iphone', '?', '!', '?', ""i'm"", 'ready', '.', 'two', 'years', 'bitch', 'still', 'goes']"
1,"['uhhh', 'bitch']"
1,"['ummm', '..', 'hoes', 'need', 'guidance', ',', 'better', 'yet', 'baptism']"
1,"['ummm', '...', 'happy', 'fairy', 'apparently', 'took', 'crap', 'twitter', 'made', '...', 'happy', '.']"
2,"['un', 'pollito', 'cruzaba', 'la', 'frontera', ',', 'un', 'zorro', 'se', 'tropieza', 'con', 'el', 'pollo', ',', 'el', 'zorro', 'le', 'dice', ',', 'im', 'sorry', 'el', 'pollo', 'le', 'dice', 'im', '...', 'http://t.co/oxcoyauji1']"
2,"['uncalled', '“', '@nobeeetch', ':', 'trash', '""', '@trelaire1st', ':', '16', '.', 'one', 'best', '?', 'http://t.co/kmordnezrz', '""', '”']"
0,"['uncle', 'tom', 'hypocrite', '!', 'http://t.co/cyc9madjpq']"
1,"['uncle', 'tom', 'ass', 'muhfuckas', '.']"
1,"['unemployed', 'niggas', 'get', 'bitches', '#factdontargue']"
1,"['unfortunately', ',', 'love', 'tho', 'rt', '@kinghorsedick', ':', '@vianawf', 'thats', 'ur', 'hoe', '?']"
1,"['ungrateful', 'bitches', 'never', 'happy', 'u', 'happy', '?', 'u', 'mean', 'u', ""ain't"", 'happy', '?', '#youngjefe', '!']"
1,"['ungrateful', 'shit', 'lol', 'rt', '@djsydneylove', ':', 'sending', 'uber', 'new', 'way', 'tryna', 'pay', 'pussy', '?', 'cuz', 'lol', ',', 'pls', '.']"
2,"['unintended', 'consequences', 'current', 'fed', 'regulations', '.', 'trays', 'uneaten', 'food', 'thrown', 'trash', ',', 'hungry', 'kids', '.', 'http://t.co/aamjhhow7y']"
1,"['unk', 'said', '""', 'bitches', 'hit', 'bottle', 'pussy', 'start', 'snappin', '""', 'lmao']"
1,"['unlike', 'yall', 'boring', 'ass', 'bitches', 'lol']"
1,"['unloyal', 'girls', 'turn', 'good', 'guys', 'assholes', '.', '&', '&', 'unloyal', 'guys', 'turn', 'good', 'women', 'big', 'time', 'bitches', '...']"
1,"['next', 'time', 'rednecks', '😉', ""i'll"", 'see', '😍', '🇺', '🇸', '@', 'rednecks', 'paychecks', 'http://t.co/vg3nbxetzp']"
1,"['hoes', 'start', 'actually', 'fucking', ""i'll"", 'give', 'props', 'hoes', 'trash', '👎', '👎', '👎', '💁', '👏', '👐', '😊']"
1,"['let', 'heat', 'pop', 'bitch']"
1,"['early', 'dat', 'good', 'dope', 'wit', 'niccas', '!']"
2,"['early', 'bitch', 'driving', 'denton', 'omg', 'move', 'already']"
1,"['bitch', 'like', 'elevators']"
2,"['like', 'eagle', 'tryna', 'catch', 'early', 'bird', 'catches', 'worm', '.']"
1,"['early', 'damn', 'birds', 'still', 'chirping', 'smh', '.']"
1,"['upstate', 'hoes', 'love', 'south', 'niggas', 'south', 'females', 'love', 'upstate', 'niggas']"
1,"['ur', 'fat', '...', 'thick', '...', 'difference', 'bitch']"
1,"['ur', ',', 'u', 'act', 'sound', 'infront', 'ae', ""i'll"", 'awfy', 'cunt', 'nd', 'break', 'ur', 'fukin', 'phone', 'tae']"
2,"['use', 'trap', 'birds', ""i'm"", 'fly', 'like', 'birdddd']"
1,"['used', 'dollar', 'menu', '&', 'spectate', 'mall', '.', ""i'm"", 'buying', 'bitch', 'cause', 'shit', 'want', '...']"
1,"['used', 'girlfriend', ',', 'got', 'hoes', '..']"
1,"['vp', 'joe', 'dildo', 'still', 'wants', 'guns', '.', 'hey', 'joe', '.', 'fu', '.', 'oath', 'breaking', 'prick', 'needs', 'routed', '.', 'hows', 'feel', 'honkey', 'whippin', 'boy', '?']"
1,"['vagina', 'flavored', 'bacon', 'bitch']"
1,"['val', 'bitch']"
1,"['value', 'money.value', 'dick.don', ""'"", 'buy', 'trash.don', ""'"", 'fuck', 'trash', '.']"
1,"['vandalize', 'pussy.it', ""'"", '.']"
0,"['vanessa', 'fuckin', 'faggot', '.']"
1,"['vegas', '4', 'days', 'bitches', '.']"
1,"['venti', 'iced', 'water', 'make', 'snappy', 'hoe']"
1,"['verizon', 'customer', 'service', 'trash', 'fuck', '.', ""i've"", 'store', 'greeted', 'nothing', '.']"
1,"['versace', 'belts', 'lv', 'wallets', 'cut', '.', 'need', 'really', 'show', 'ass', '..', 'little', 'bitch']"
2,"['vice', 'news', 'interview', 'canadian', 'jihadi', 'poem', 'translated', 'f4', 'u', 'sound', 'track', 'http://t.co/7gebzu4paz', 'http://t.co/wwl05orih6']"
2,"['video', ':', 'charlie', 'baker', 'campaign', 'team', 'denies', 'contacting', 'gov', '.', 'patrick', 'meeting', 'http://t.co/qhra6oalrr']"
2,"['video', ':', 'charlie', 'baker', 'makes', 'final', 'push', 'votes', 'http://t.co/9artp5ymbs']"
2,"['video', ':', 'charlie', 'baker', 'remembers', 'tom', 'menino', 'http://t.co/vdaowlzksv']"
2,"['video', ':', 'record', ':', 'charlie', 'baker', 'http://t.co/lxk0yycvr4']"
2,"['video', ':', 'shy', 'glizzy', '–', '“', '’', 'trust', '”', 'http://t.co/hrfudrvzdb']"
2,"['view', 'ghetto', ""ain't"", 'bad', ',', 'rio', 'http://t.co/umjpu8gt']"
1,"['vine', 'filled', 'pussy', 'lol', 'smh']"
2,"['vintage', 'gold', 'diamond', 'engagement', 'ring', '/', '10k', 'yellow', 'gold', 'unique', '#ring', 'size', '4.75', 'vintagebaublesnbits', 'http://t.co/ii0v4lbsqk', 'via', '@etsy']"
2,"['viola', ',', 'auntie', '...', ""can't"", 'call', 'white', 'trash', 'women', 'white', 'trash', 'like', 'primetime', '!', '#htgawm']"
2,"['virtually', 'zero', 'protections', 'lgbtq', 'persons', 'alabama', '.', 'lot', 'acceptance', ',', 'either', '.', 'think', 'queer', 'alabamian', 'kids', 'today', '?']"
1,"['w', 'bitch']"
2,"['walk', 'hr', '!', '@yankees']"
1,"['watch', '-', 'salute', 'vets', '–', 'tuesday', 'jihadi', 'bitch', 'slaying', ':', 'mk', '-', '48', ',', 'm203', '’', 'fired', 'taliban', 'cockroaches', 'firefight', 'http://t.co/yfucn0dwzq']"
1,"['watch-military', 'monday', 'jihadi', 'bitches', 'slaying', ':', 'badass', '-', '-', '10', 'silences', 'taliban', 'intense', 'night', 'time', 'firefight', 'http://t.co/osagqo567k']"
1,"['watch-military', 'monday', 'jihadi', 'bitches', 'slaying', ':', 'badass', '-', '-', '10', 'silences', 'taliban', 'intense', 'night', 'time', 'firefight', '...', 'http://t.co/px9cn8fcw5']"
2,"['watch-obama', '’', 'newly', 'released', 'gitmo', 'jihadi', 'links', 'terrorists', 'syria', 'http://t.co/gufkoy44tk', 'http://t.co/3n7m4pfnmx']"
2,"['watch', ':', 'excited', 'isis', 'jihadis', 'getting', 'yezidi', 'sex', 'slaves', ""'"", 'distribution', 'day', ""'"", 'http://t.co/n9exnuvhks', '#isis', '#tcot', '#pjnet', '#lnyhbt', '#gop']"
1,"['watch', ':', 'excited', 'isis', 'jihadis', 'getting', 'yezidi', 'sex', 'slaves', ""'"", 'distribution', 'day', ""'"", 'http://t.co/n9exnuvhks', '#tcot', '#lnyhbt', '#pjnet', '#tgdn', '#gop']"
2,"['watch', ':', 'excited', 'isis', 'jihadis', 'getting', 'yezidi', 'sex', 'slaves', ""'"", 'distribution', 'day', ""'"", 'http://t.co/n9exnuvhks', 'http://t.co/uhz1qkcrje']"
1,"['wdmc', 'rt', '@rhion_r', ':', 'shit', '.', 'male', 'hoes', '.', 'going', '.', 'http://t.co/xcy9qe5yab']"
1,"['salute', 'vets', '–', 'tuesday', 'jihadi', 'bitch', 'slaying', ':', 'mk', '-', '48', ',', 'm203', '’', 'fired', 'taliban', 'cockroaches', 'du', '...', 'http://t.co/1ck21iveup', '#tcot', '#pjnet']"
2,"['webbers', '!', 'rt', '@dmilz4', ':', 'sz13', 'vnds', 'restorers', 'dream', ',', 'cracked', 'midsole', ',', 'sole', 'separation', ',', 'fogged', 'bubbles', '.', '150', 'http://t.co/yc81vg2kg1']"
2,"['wh', ':', 'obama', '’', 'name', 'holder', '’', 'replacement', 'rubes', 'already', 'cast', 'midterm', 'ballots', '-', 'hot', 'air', 'http://t.co/yf1o8h99uz']"
2,"['wib', 'plays', 'next', 'fri', '(', '5-16-', '14', ')', 'silverdome', 'ballroom', '(', '21', '+', ')', 'neillsville', ',', 'wi', 'charlie', 'parr', '&', 'hobo', 'nephews', 'uncle', 'frank', '!', 'tickets', '15', '$']"
2,"['wtf', ""i'mma"", 'legs', 'charlie', 'murphy', '...']"
1,"['wtf', 'chick', 'singing', '7th', 'inning', 'stretch', 'giants', 'game', 'wearing', '?', 'like', 'redneck', 'carmen', 'miranda', '.', '#nlds']"
2,"['wtmf', 'murica', '?', 'say', ',', 'thunderpunched', 'throat', ',', 'sole', 'stomped', '.']"
1,"['waddup', 'bitch', 'gotta', 'get', 'tf', 'outta', 'town', 'tonite', 'http://t.co/fdc54x3cb0']"
1,"['wagwuan', 'bitches', '...', '!']"
1,"['wait', '?', '!', '😭', '😭', '😴', '😴', '“', '@taecocky', ':', 'faggot', 'wear', 'seat', 'beat', '”']"
1,"['wait', 'min', 'rt', '@angie_goodwood', 'pussy', 'rt', '@kinghorsedick', 'rihanna', 'cologne', 'men', 'probably', 'smell', 'like', 'curry', 'goat', 'nail', 'clippings', '.']"
1,"['wait', 'min', 'nigga', 'bitch', '!', 'lol', 'rt', '@williep252', ':', '#fuckthesteelers', '#httr', 'give', 'damn', '(', 'cont', ')', 'http://t.co/9vemnxduql']"
2,"['wait', 'minute', '...', 'bowyer', 'causing', 'yellow', 'chase', 'race', 'rt', '@knighter01', ':', 'caution', ',', '15', '#nascar']"
1,"['wait', 'bitch', '..', 'keep', 'simple', 'never', 'basic']"
2,"['wait', '@kidfivevibes', 'take', 'brownies', '?', '?']"
1,"['wait', ""that's"", 'noooo', 'butt', 'naked', 'bitch', '😂', '😂', '😂', 'awwwww', 'boy', '!', '!', '!']"
1,"['wait', '.', 'mudda', 'cunt', 'hypocrisy']"
1,"['wait', '.', '?', 'rt', '@kinghorsedick', ':', '’', 'ever', 'put', 'ur', 'finger', 'lil', 'hole', 'back', 'pussy', '?', '?', 'cool', '.']"
2,"['waiting', 'brownies', '.', 'want', 'brownies', '.', 'someone', 'hooks', '?']"
1,"['waiting', 'bitches', '@badnewsbridget', '@morbidmermaid', '🐢', '🐢', '🐢']"
0,"['waiting', 'wetback', 'sycksyllables', 'http://t.co/l8wqzduzze']"
1,"['waka', 'bitch', 'bad', 'fr']"
1,"['wake', 'american', 'sheeple', 'nd', 'stop', 'allowing', 'pussy', 'azz', 'politicians', 'never', 'bust', 'gun', '…', 'http://t.co/rn6nnnynxv']"
